direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10,precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e5,provincia,rotulo
"CARRETERA SON SERVERA KM. 1,5",L-D: 24H,39.614028,SON SERVERA,3.370222,Son Servera,1.788,,1.878,,1.828,,1.978,BALEARS (ILLES),REPSOL
"CARRETERA DE DEIA,S/N KM. 71,110",L-D: 06:00-00:00,39.712778,VALLDEMOSSA,2.60975,Valldemossa,1.789,,1.869,,1.849,,1.989,BALEARS (ILLES),SHELL
"CARRETERA PM-111 KM. 8,6",L-D: 06:00-22:00,39.643333,VALLDEMOSSA,2.648028,Valldemossa,1.779,1.544,1.879,,1.829,,1.989,BALEARS (ILLES),REPSOL
"CARRETERA C-715 KM. 42,5",L-D: 07:00-23:00,39.575611,VILAFRANCA DE BONANY,3.134056,Vilafranca de Bonany,1.845,1.489,1.911,1.949,1.889,,,BALEARS (ILLES),CEPSA
"CALLE HOSTAL DEL PI S/N, S/N",L-V: 07:00-22:00; S-D: 10:00-22:00,41.507833,ENTITAT EST D'ABRERA,1.902972,Abrera,1.679,,1.699,,1.759,1.779,,BARCELONA,NIEVES
"CALLE SALVADOR SEGUI,1,",L-D: 24H,41.515306,ABRERA,1.897556,Abrera,1.719,,1.779,,1.799,,1.969,BARCELONA,GALP
"AVENIDA ENERGIA, 10",L-V: 08:30-18:30,41.509944,ABRERA,1.897944,Abrera,1.542,,,,,,,BARCELONA,TRANSPORTES SOLAZO
"CALLE TREBALL, 1",L-D: 24H,41.514583,ABRERA,1.897944,Abrera,1.719,1.529,,,,,,BARCELONA,HAM
"AVENIDA ENERGIA, 9",L-D: 24H,41.509222,ABRERA,1.896833,Abrera,1.55,,,,,,,BARCELONA,BALTRAN S.A
"PASAJE TREBALL DEL, 1",L-D: 24H,41.514583,ABRERA,1.897944,Abrera,,,,,,,,BARCELONA,HAM
"CARRER RIERA, 48",L-D: 24H,41.488167,ALELLA,2.298194,Alella,1.689,,1.719,,1.809,,,BARCELONA,AUTONETOIL
CARRETERA ALELLA KM. 1,L-D: 24H,41.481083,ALELLA,2.304528,Alella,1.749,,1.839,,1.869,,2.011,BARCELONA,BP ALELLA
"CALLE SECTOR MAS DORCA, 2",L-D: 24H,41.6435,AMETLLA DEL VALLES (L'),2.268028,Ametlla del Vallès (L'),1.599,,1.659,,1.699,,,BARCELONA,PETROLIS INDEPENDENTS - PETRO7
"CR C-17, 26,65",L-J: 05:00-23:00; V: 05:00-23:59; S: 00:00-23:59; D: 00:00-23:00,41.664778,SERRAT DE L'OCATA,2.269667,Ametlla del Vallès (L'),1.729,,1.789,,1.789,,1.949,BARCELONA,PETROCAT
"POLIGONO VALLDEGATA DRAPER UASU 2-1,",L-D: 24H,41.575333,ARENYS DE MAR,2.541444,Arenys de Mar,1.699,,,,1.849,,,BARCELONA,P FUEL EXPRESS
"CR RA-2 KM  655,9",L-D: 24H,41.575167,ARENYS DE MAR,2.542056,Arenys de Mar,1.739,,1.829,,1.849,,1.991,BARCELONA,BP ARENYS DE MAR
CARRETERA NACIONAL II JUNQUERA KM. 656,L-D: 24H,41.575778,ARENYS DE MAR,2.543472,Arenys de Mar,1.729,,,,1.859,,,BARCELONA,PETROMARESWAGEN
"CR B-511, 2,2",L-D: 06:30-22:00,41.597778,ARENYS DE MUNT,2.5425,Arenys de Munt,1.749,,1.819,,1.879,,2.039,BARCELONA,REPSOL
"CARRETERA B-502 KM. 4,34",L-D: 05:00-23:00,41.538944,ARGENTONA,2.40975,Argentona,1.739,,1.809,,1.839,,1.999,BARCELONA,PETROCAT
"C/ ROCAFORT, 103 (B-4512 km 0,6)",L-D: 06:00-22:00,41.795,ARTES,1.946806,Artés,1.619,1.339,1.719,,1.669,,1.809,BARCELONA,MEROIL
"CALLE ANTONI PONT  (B-431, PK 53), S/N",L-S: 06:00-22:00; D: 07:00-22:00,41.867472,AVINYO,1.972389,Avinyó,1.764,1.369,1.824,,1.874,1.919,,BARCELONA,E.S.  AVINYÓ   -CEPSA-
"AVDA. ALFONS XIII, 24 (N-II km 636,5)",L-J: 06:00-22:00; V-S: 06:00-23:00; D: 07:00-22:00,41.444722,BADALONA,2.237944,Badalona,1.747,1.437,,,1.877,,2.027,BARCELONA,FITOGAS
"CL INDUSTRIA, 629",L-D: 05:00-23:00,41.431083,BADALONA,2.232111,Badalona,1.759,,1.859,,1.849,,2.009,BARCELONA,REPSOL
"CALLE INDUSTRIA, 371",L-D: 24H,41.436889,BADALONA,2.238417,Badalona,1.586,,1.616,,1.648,,1.785,BARCELONA,EVOLUTION
CARRETERA DE MATARO KM. 30,L-D: 24H,41.458417,BADALONA,2.264556,Badalona,1.749,,1.839,,1.869,,2.011,BARCELONA,BP BADALONA
CARRETERA DE MATARO KM. 1,L-D: 24H,41.456944,BADALONA,2.261306,Badalona,1.599,,,,1.659,,,BARCELONA,LOWCOSTFUEL
"CALLE SAN BRUNO, 17",L-D: 06:00-22:00,41.453222,BADALONA,2.25075,Badalona,1.759,,1.859,,1.869,,2.029,BARCELONA,REPSOL
"POLIGONO INDUSTRIAL MONTIGALA, RAMBLA DE FRANCIA, 1",L-D: 06:00-22:00,41.456194,BADALONA,2.222028,Badalona,1.669,,1.789,,1.789,,1.921,BARCELONA,CEPSA
"AVENIDA COMUNIDAD EUROPEA, S/N",L-D: 24H,41.456778,BADALONA,2.227333,Badalona,1.749,,1.789,,1.859,,2.009,BARCELONA,CARREFOUR
"AVENIDA PRESIDENT COMPANYS, 280",L-D: 24H,41.459833,BADALONA,2.249361,Badalona,1.759,,1.859,,1.869,1.909,2.029,BARCELONA,REPSOL
"AVINGUDA MARQUES DE MONTROIG, 125",L-D: 24H,41.439556,BADALONA,2.233111,Badalona,1.599,,,,1.699,,1.769,BARCELONA,TAMOIL
"CALLE ESTIU, 18,20",L-D: 24H,41.430306,BADALONA,2.227389,Badalona,1.514,,,,1.581,,,BARCELONA,BONAREA
"C/ RIERA MONTEALEGRE, 12 km CENTRO COMERCIAL M",L-S: 07:00-22:00; D: 09:00-14:00,41.471528,BADALONA,2.254028,Badalona,1.674,,1.754,,1.739,,1.879,BARCELONA,SHELL
"AVENIDA CONFLENT, S/N",L: 24H,41.461556,BADALONA,2.233972,Badalona,1.619,,1.669,,1.689,,,BARCELONA,ESCLATOIL
"AVENIDA DINAMARCA ESQ. COMUNIDAD EUROPEA, S/N",L-D: 24H,41.466556,BADALONA,2.244194,Badalona,1.749,,1.839,,1.869,,2.011,BARCELONA,BP MONTIGALA
"CL AVENIDA ALFONSO XIII, 628",L-D: 24H,41.433361,BADALONA,2.216861,Badalona,1.749,,1.809,,1.859,,2.019,BARCELONA,REPSOL
"PLAZA CARITG, 1",L-D: 24H,41.444056,BADALONA,2.227889,Badalona,1.749,,1.839,,1.869,,2.011,BARCELONA,BP BADANOR
"RAMBLA SANT JOAN, 117",L-D: 06:00-22:00,41.453222,BADALONA,2.228722,Badalona,1.749,,1.829,,1.859,,2.019,BARCELONA,REPSOL
"AVENIDA TIBIDABO, S/N",L-D: 06:00-22:00,41.516361,BADIA DEL VALLES,2.11225,Badia del Vallès,1.759,,1.829,,1.839,,1.959,BARCELONA,REPSOL
"AVENIDA INDUSTRIA,",L-D: 24H,41.858028,BALSARENY,1.874306,Balsareny,1.614,,,,1.684,,,BARCELONA,PETROBAGES S.L.
"CR DE RIPOLLET A SANTIGA KM  2,4",L-D: 24H,41.518694,BARBERA DEL VALLES,2.14825,Barberà del Vallès,1.759,1.409,1.849,,1.869,,1.999,BARCELONA,BP SANTIGA
"CARRER ARQUIMEDES, 19",L-D: 24H,41.51175,BARBERA DEL VALLES,2.134389,Barberà del Vallès,1.629,,,,1.739,,,BARCELONA,PETROLOWCOST
"RONDA INDUSTRIA, 38",L-D: 24H,41.515806,BARBERA DEL VALLES,2.130972,Barberà del Vallès,1.599,,,,1.719,,,BARCELONA,BALLENOIL
"CARRETERA N-150 KM. 8,6",L-D: 07:00-00:00,41.521083,BARBERA DEL VALLES,2.123889,Barberà del Vallès,1.769,,1.869,,1.839,,1.999,BARCELONA,REPSOL
"CL RONDA SANTA MARIA ,202-210 (ESQ.",L-D: 06:00-22:00,41.521139,BARBERA DEL VALLES,2.12975,Barberà del Vallès,1.769,,1.869,,1.839,,1.999,BARCELONA,REPSOL
"CALLE DOCTOR AIGUADER, 50",L-D: 24H,41.383556,BARCELONA,2.189806,Barcelona,,,,,,,,BARCELONA,NATURGY
"CALLE PUJADES, 154",L-D: 06:00-20:00,41.399889,BARCELONA,2.198611,Barcelona,1.759,,,,1.889,,2.039,BARCELONA,CAMPSA
"AVENIDA BOGATELL, 49",L-V: 07:00-21:00; S: 08:00-14:00,41.392583,BARCELONA,2.192944,Barcelona,1.749,,1.819,,1.859,,2.009,BARCELONA,REPSOL
"CALLE TAULAT 15 ESQUINA CIUDAD DE GRANADA,",L-D: 24H,41.39625,BARCELONA,2.201083,Barcelona,1.589,,,,1.669,,1.809,BARCELONA,Q8
"AVENIDA DEL LITORAL, 49",L-D: 24H,41.393111,BARCELONA,2.204278,Barcelona,1.759,,1.859,,1.869,1.909,2.029,BARCELONA,REPSOL
CL ALMOGAVARES  159 - 161,L-J: 06:00-22:00; V: 06:00-23:00; S-D: 10:00-14:30 y 15:30-21:00,41.399333,BARCELONA,2.192778,Barcelona,1.809,,1.879,,1.799,,1.949,BARCELONA,BP ALMOGAVARES
"CALLE BAC DE RODA, 66",L-D: 24H,41.406083,BARCELONA,2.206167,Barcelona,1.669,,1.759,,1.759,1.809,,BARCELONA,GALP
"CALLE CLOT, 2",L-D: 06:00-22:00,41.405833,BARCELONA,2.187306,Barcelona,1.729,,1.805,,1.849,1.919,,BARCELONA,CEPSA
"CALLE PERE IV, 79",L-D: 24H,41.397389,BARCELONA,2.193083,Barcelona,1.567,,1.597,,1.648,,1.785,BARCELONA,EVOLUTION
"CALLE BAC DE RODA, 130",L-D: 24H,41.4095,BARCELONA,2.201694,Barcelona,1.548,,,,1.634,,,BARCELONA,B-OIL
"CALLE LOPE DE VEGA, 125/139",L-D: 24H,41.405917,BARCELONA,2.201306,Barcelona,1.749,,1.829,,1.859,1.939,,BARCELONA,CEPSA
"CALLE PERU, 171",L-D: 24H,41.410889,BARCELONA,2.199,Barcelona,1.756,,1.786,,1.888,,2.037,BARCELONA,M AUTOMOCION
"Almogavares, 66",L-D: 24H,41.394195,BARCELONA,2.186482,Barcelona,1.679,,1.769,,1.799,1.849,,BARCELONA,GALP
"CALLE BALMES, 288",L-D: 24H,41.401861,BARCELONA,2.146806,Barcelona,1.759,,1.839,,1.889,,2.039,BARCELONA,REPSOL
"PASSEIG ZONA FRANCA, 81",L-V: 06:00-14:00,41.355222,BARCELONA,2.141861,Barcelona,1.659,,,,1.799,,,BARCELONA,GALP
"PASSEIG ZONA FRANCA, 82",L-D: 06:00-22:00,41.355667,BARCELONA,2.142556,Barcelona,1.759,,1.839,,1.859,,,BARCELONA,REPSOL
"CL PASEO ZONA FRANCA, 35",L-D: 06:00-22:00,41.352917,BARCELONA,2.143667,Barcelona,1.759,,1.839,,1.859,,2.019,BARCELONA,REPSOL
"CALLE BADAJOZ, 108",L-D: 24H,41.400083,BARCELONA,2.193778,Barcelona,1.559,,,,1.635,,,BARCELONA,PETROPRIX
"CALLE PORT DE HAIFA, S/N",L-D: 24H,41.328472,BARCELONA,2.155917,Barcelona,1.569,1.472,,,,1.689,1.802,BARCELONA,PETROMIRALLES
"RONDA SAN PABLO, 39",L-V: 10:00-14:00,41.376861,BARCELONA,2.16575,Barcelona,1.769,,1.849,,1.869,,,BARCELONA,CEPSA
"AVINGUDA DEL PARALELO, 132",L-D: 24H,41.375278,BARCELONA,2.160556,Barcelona,1.719,,1.789,,1.799,,1.919,BARCELONA,GALP
"CALLE CASANOVA, 89",L-D: 24H,41.38625,BARCELONA,2.157306,Barcelona,1.769,,1.859,,1.859,,1.969,BARCELONA,CEPSA
CASANOVA 23,L-D: 06:00-22:00,41.383083,BARCELONA,2.161861,Barcelona,1.729,,,,1.869,,,BARCELONA,GRATSA
"CALLE CALLE Y PUERTO AUTONOMO, S/N",L-V: 06:00-22:00,41.327806,BARCELONA,2.142667,Barcelona,1.709,,,,1.809,,,BARCELONA,GALP
"CALLE A ZONA FRANCA, 3",L-S: 05:00-23:00,41.32375,BARCELONA,2.132611,Barcelona,1.704,1.564,1.784,,1.799,,1.939,BARCELONA,SHELL
"CARRER NUMERO TRES, 50",L-D: 24H,41.33725,BARCELONA,2.127861,Barcelona,1.705,1.441,1.795,,1.787,,1.898,BARCELONA,CONFORT AUTO
"CALLE B, ZONA FRANCA, 13",L-D: 24H,41.331861,BARCELONA,2.134861,Barcelona,,,,,,,,BARCELONA,MOLGAS
"AVENIDA PARALELO, 179",L-D: 06:00-22:00,41.37475,BARCELONA,2.154472,Barcelona,1.769,,1.869,,1.849,,1.981,BARCELONA,CEPSA
"CALLE CALLE Y PUERTO, S/N",L-D: 24H,41.327972,BARCELONA,2.142278,Barcelona,,,,,,,,BARCELONA,HAM
"Pº de la Zona Franca, 221-239",L-D: 24H,41.362972,BARCELONA,2.136454,Barcelona,1.719,,1.789,,1.819,,1.959,BARCELONA,GALP
"CALLE COMTE D'URGELL, 219",L-D: 24H,41.390083,BARCELONA,2.147778,Barcelona,1.769,,1.859,,1.885,,2.029,BARCELONA,CEPSA
"RONDA GENERAL MITRE, 128",L-D: 06:00-22:00,41.402583,BARCELONA,2.137944,Barcelona,1.729,,1.809,,1.869,1.929,,BARCELONA,CEPSA
"CALLE DIPUTACION, 371",L-D: 24H,41.396722,BARCELONA,2.175167,Barcelona,1.789,,1.879,,1.899,,2.039,BARCELONA,REPSOL
"CALLE ROGER DE FLOR, 58",L-D: 06:00-22:00,41.392722,BARCELONA,2.180944,Barcelona,1.729,,1.805,,1.849,1.919,1.981,BARCELONA,CEPSA
"CALLE VALENCIA, 503",L-D: 24H,41.405139,BARCELONA,2.179722,Barcelona,1.749,,1.849,,1.869,,2.029,BARCELONA,REPSOL
"CALLE ALI BEI, 80",L-D: 24H,41.395222,BARCELONA,2.182583,Barcelona,1.73,,,,,,,BARCELONA,ALSA
"C/ Rambla Volart, 2 - Passeig Maragall",L-D: 06:00-22:00,41.415833,BARCELONA,2.180232,Barcelona,1.734,,1.804,,1.844,1.894,,BARCELONA,GALP
"CARRER 29 DE LA ZONA FRANCA, 62",L-D: 24H,41.336194,BARCELONA,2.130472,Barcelona,1.589,,,,1.689,,1.809,BARCELONA,GM FUEL STATIONS
"CALLE Z ZONA FRANCA, 27",L-D: 24H,41.328278,BARCELONA,2.139333,Barcelona,1.549,,,,,,,BARCELONA,PETROPRIX
"CALLE 6   SECTOR  C    ZONA FRANCA, S/N",L-D: 24H,41.328028,BARCELONA,2.113944,Barcelona,1.779,1.469,1.859,,1.859,,2.009,BARCELONA,REPSOL
"CALLE MAJOR, 26",L-D: 24H,41.334694,BARCELONA,2.117806,Barcelona,1.729,1.459,,,1.819,,,BARCELONA,TORTUGA
"CALLE LLETRA B DE LA ZONA FRANCA, 13",L-D: 24H,41.331472,BARCELONA,2.135417,Barcelona,1.719,1.459,1.739,,1.769,,,BARCELONA,NIEVES
"PASSATGE MOÇANVIC, S/N",L-V: 06:00-22:00,41.332917,BARCELONA,2.137083,Barcelona,1.645,,,,1.779,,1.849,BARCELONA,PETROZAL
"CALLE DIPUTACION, 9",L-V: 09:00-14:00 y 17:00-20:00,41.37675,BARCELONA,2.148806,Barcelona,1.729,,1.849,,1.849,1.969,,BARCELONA,CEPSA
"MOIANES, 34",L-D: 24H,41.371944,BARCELONA,2.1425,Barcelona,1.748,,1.828,,1.858,,1.998,BARCELONA,E.S.MOYANES
"CALLE JOAN GÜELL, 207",L-D: 05:00-23:00,41.385972,BARCELONA,2.129583,Barcelona,1.749,,1.839,,1.879,,2.021,BARCELONA,BP DANI
"CALLE GALILEU, 210",L-D: 24H,41.381833,BARCELONA,2.133417,Barcelona,1.735,,1.825,,1.854,,1.986,BARCELONA,MEROIL
"AVENIDA DIAGONAL, 687",L-D: 24H,41.382667,BARCELONA,2.10675,Barcelona,1.759,,1.859,,1.859,,2.019,BARCELONA,REPSOL
"AVENIDA DOCTOR MARAÑON, S/N",L-D: 24H,41.381778,BARCELONA,2.114389,Barcelona,1.609,,,,1.699,,,BARCELONA,RACC
"AVENIDA SARRIA, 126",L-D: 24H,41.392444,BARCELONA,2.1325,Barcelona,1.759,,1.859,,1.869,,2.029,BARCELONA,REPSOL
"CALLE IRADIER, S/N",L-D: 24H,41.407167,BARCELONA,2.122361,Barcelona,1.754,,1.834,,1.894,,2.034,BARCELONA,SHELL
"CALLE EDUARDO CONDE, 11",L-D: 24H,41.392278,BARCELONA,2.121611,Barcelona,1.689,,,,1.809,,,BARCELONA,GARDENOIL
"AVENIDA DE ESPLUGUES, 103",L-D: 24H,41.392889,BARCELONA,2.111611,Barcelona,1.755,,1.859,,1.894,,2.035,BARCELONA,CEPSA
CARRETERA L'ARRABASSADA KM. 5,L-D: 24H,41.430306,BARCELONA,2.128889,Barcelona,1.689,,1.759,,1.769,,1.949,BARCELONA,MEROIL
"CALLE COLLSEROLA, 2",L-D: 24H,41.41625,BARCELONA,2.136472,Barcelona,1.759,,1.859,,1.869,,2.029,BARCELONA,REPSOL
"CALLE CRAYWINKEL, 1",L-D: 06:00-22:00,41.412222,BARCELONA,2.139861,Barcelona,1.729,,1.805,,1.849,1.959,,BARCELONA,CEPSA
"PASEO Pº VALLE DE HEBRÓN, 72",L-D: 06:00-22:00,41.419611,BARCELONA,2.140083,Barcelona,1.734,,1.804,,1.859,,2.009,BARCELONA,GALP
"AVENIDA VIRGEN DE MONTSERRAT, 87",L-D: 06:00-22:00,41.415583,BARCELONA,2.167,Barcelona,1.749,,1.849,,1.869,,2.029,BARCELONA,REPSOL
"CALLE LEGALITAT, 59",L-D: 06:00-22:00,41.408722,BARCELONA,2.161778,Barcelona,1.739,,1.839,,1.869,,2.029,BARCELONA,REPSOL
"AVENIDA CLOT, 181",L-D: 06:00-22:00,41.414611,BARCELONA,2.190528,Barcelona,1.729,,1.849,,1.864,1.975,,BARCELONA,CEPSA
"AVENIDA MERIDIANA, 267",L-D: 06:00-22:00,41.420833,BARCELONA,2.186861,Barcelona,1.759,,1.859,,1.869,,2.029,BARCELONA,REPSOL
"PLAZA EIVISSA, 12",L-D: 6:00-22:30,41.430861,BARCELONA,2.160583,Barcelona,1.698,,,,1.868,,,BARCELONA,GARATGE HORTA
"CALLE TAJO, 28",L-D: 24H,41.429722,BARCELONA,2.161389,Barcelona,1.739,,,,1.849,,1.979,BARCELONA,GALP
"AVENIDA MERIDIANA, 666",L-D: 24H,41.448,BARCELONA,2.188278,Barcelona,1.633,,1.737,,1.722,,1.96,BARCELONA,MEROIL
"CARRETERA C-17 KM. 0,500",L-D: 24H,41.4585,BARCELONA,2.186944,Barcelona,1.729,,1.815,,1.835,,1.999,BARCELONA,GALP
"PASEO MARAGALL, 33",L-D: 06:00-22:00,41.41475,BARCELONA,2.179861,Barcelona,1.729,,,,1.869,,2.029,BARCELONA,GRATSA
"PASEO VALLDAURA, 106",L-D: 24H,41.439306,BARCELONA,2.161444,Barcelona,1.759,,1.839,,1.869,,2.029,BARCELONA,REPSOL
"PASEO VALLDAURA, 210",L-D: 06:00-22:00,41.438361,BARCELONA,2.172556,Barcelona,1.729,,1.805,,1.849,1.919,,BARCELONA,CEPSA
"VÍA JULIA, 207",L-D: 06:00-22:30,41.445472,BARCELONA,2.179111,Barcelona,1.619,,,,1.769,,1.889,BARCELONA,ESTACION DE SERVICIO FAVENCIA JULIA
CL VIA FAVENCIA  75 - 121,L-D: 24H,41.443639,BARCELONA,2.171,Barcelona,1.759,,1.849,,1.879,,2.021,BARCELONA,BP VIA FAVENCIA
"AVENIDA RIO DE JANEIRO, 59",L-S: 06:00-22:00,41.433667,BARCELONA,2.179639,Barcelona,1.749,,1.829,,1.859,,2.019,BARCELONA,REPSOL
"PASEO DOCTOR PI Y MOLIST, 110",L-D: 24H,41.434667,BARCELONA,2.172444,Barcelona,1.749,,1.829,,1.859,,2.019,BARCELONA,REPSOL
"CALLE SANTANDER, 50",L-D: 24H,41.427806,BARCELONA,2.202694,Barcelona,,,1.589,,1.739,,,BARCELONA,PREMIUM ENERGY LA SAGRERA
"CL F.JUNIP.SERRA ESQU.SANTANDER, 91",L-V: 07:30-13:30 y 16:30-19:00,41.4325,BARCELONA,2.206111,Barcelona,1.749,,1.809,,1.859,,2.019,BARCELONA,REPSOL
"CALLE TUCUMAN, 2",L-D: 24H,41.445139,BARCELONA,2.199694,Barcelona,1.599,,,,1.759,,,BARCELONA,TAMOIL
"PASEO SANTA COLOMA, 71",L-D: 07:00-00:00,41.44725,BARCELONA,2.195083,Barcelona,1.759,,1.859,,1.859,1.899,2.019,BARCELONA,REPSOL
"CALLE FRA JUNIPER SERRA, 59-75",L-D: 24H,41.433444,BARCELONA,2.20275,Barcelona,,,,,,,,BARCELONA,NATURGY
"CALLE SANT ADRIA, 81",L-S: 06:00-22:00; D: 07:00-15:00,41.435833,BARCELONA,2.201472,Barcelona,1.749,,1.799,,1.859,,2.009,BARCELONA,REPSOL
"CALLE CIUDAD DE ASUNCIÓN, 69",L-D: 24H,41.442472,BARCELONA,2.199278,Barcelona,1.629,,1.749,,1.739,,,BARCELONA,PETROCAT DIRECTE
"CALLE CIUDAD DE ASUNCIÓN, 12",L-D: 24H,41.437361,BARCELONA,2.200972,Barcelona,1.579,,,,1.759,,,BARCELONA,BALLENOIL
"CALLE SANTANDER, 102",L-D: 24H,41.432972,BARCELONA,2.206861,Barcelona,1.749,,1.799,,1.869,,2.019,BARCELONA,REPSOL
"PASEO GUAYAQUIL, 25",L-D: 06:00-22:00,41.442861,BARCELONA,2.206,Barcelona,1.749,,1.809,,1.859,,2.019,BARCELONA,REPSOL
"CALLE GRAN DE SANT ANDREU, 513",L-D: 07:00-21:00,41.443778,BARCELONA,2.188306,Barcelona,1.759,,1.859,,1.859,,2.019,BARCELONA,REPSOL
"CARRER PERE IV, 544",L-D: 24H,41.418083,BARCELONA,2.209639,Barcelona,1.749,,,,1.789,,,BARCELONA,Q8
"CALLE PEDRO IV, 440",L-D: 06:00-13:59 y 14:00-23:00,41.413444,BARCELONA,2.206139,Barcelona,1.779,,1.869,,1.899,,1.999,BARCELONA,BP PEDRO IV
"CALLE PUJADES, 309",L-D: 24H,41.406694,BARCELONA,2.207028,Barcelona,1.569,,,,1.699,,1.799,BARCELONA,TAMOIL
"CARRETERA BV-2041 KM. 8,3",L-D: 06:00-22:00,41.327611,BEGUES,1.945472,Begues,1.729,,1.819,,1.839,,1.981,BARCELONA,BP BEGUES
"AVINGUDA CANAL INDUSTRIAL, S/N",L-D: 06:00-22:00,42.103944,BERGA,1.854528,Berga,1.709,,1.769,,1.779,,1.909,BARCELONA,REPSOL
"CALLE BERNAT SALA (POLIGONO INDUSTRIAL), 62",L-D: 24H,42.093778,BERGA,1.824111,Berga,1.598,,,,1.666,,,BARCELONA,BALLUS BAIX COST
CARRETERA CTRA SAN FRUITOS KM. 65,L-D: 24H,42.09525,BERGA,1.849639,Berga,1.709,,1.749,,1.799,,1.919,BARCELONA,CARREFOUR
"PASSEIG DE LA PAU, S/N",L-J: 06:00-01:00; V-S: 24H; D: 06:00-01:00,42.099194,BERGA,1.845222,Berga,1.709,,1.799,,1.819,,1.961,BARCELONA,BP OIL
"CARRETERA C-149 KM. 43,5",L: 06:00-22:00,42.107694,BERGA,1.853361,Berga,1.719,,1.779,,1.819,,,BARCELONA,PETRONOR
CARRETERA SANT LLORENÇ A LLINARS KM. 25,L-D: 05:30-23:30,41.67125,RIERAL DE BIGUES,2.217222,Bigues i Riells,1.689,,1.789,,1.749,,1.899,BARCELONA,ESTACIO SERVEI BIGUES I RIELLS
AUTOVIA A-2 KM. 573,L-D: 24H,41.567917,BRUC (EL),1.801722,Bruc (El),1.734,,1.804,,1.804,,1.914,BARCELONA,GALP
AUTOVIA A-2 KM. 567,L-D: 24H,41.593778,BRUC (EL),1.750611,Bruc (El),1.787,,1.877,,1.887,,2.017,BARCELONA,REPSOL
CARRETERA A-2 KM. 567,L-D: 24H,41.593333,BRUC (EL),1.750389,Bruc (El),1.787,,1.877,,1.887,,2.017,BARCELONA,REPSOL
CARRETERA N-2 KM. 643,L-D: 05:00-23:00,41.514889,CABRERA DE MAR,2.413139,Cabrera de Mar,1.749,,1.819,,1.849,,2.009,BARCELONA,REPSOL
B-502 km 1,L-D: 06:00-22:00,41.514222,CABRERA DE MAR,2.394694,Cabrera de Mar,1.749,,1.819,,1.849,,2.009,BARCELONA,REPSOL
CARRETERA NACIONAL II KM. 644,L-D: 24H,41.520917,CABRERA DE MAR,2.421861,Cabrera de Mar,1.749,,1.789,,1.849,,1.999,BARCELONA,CARREFOUR
CARRETERA NACIONAL II KM. 70,L-D: 24H,41.517389,CABRERA DE MAR,2.417889,Cabrera de Mar,1.609,,,,1.669,,,BARCELONA,ESCLATOIL
"RIERA ARGENTONA, 1",L-D: 24H,41.531,CABRERA DE MAR,2.420278,Cabrera de Mar,1.749,,1.819,,1.849,,2.009,BARCELONA,REPSOL
"CARRETERA VILASAR DE MAR KM. 3,343",L-D: 05:30-23:30,41.524944,CABRILS,2.367111,Cabrils,1.719,,1.799,,1.829,,1.999,BARCELONA,SHELL
"AVENIDA CARLES TOLRA, 2",L: 24H,41.521583,CABRILS,2.371722,Cabrils,1.579,,,,1.699,,,BARCELONA,SORLIGO
"POLIG. IND. LES GARRIGUES, 24, C. BON AREA",L-D: 24H,41.733111,CALAF,1.526815,Calaf,1.518,,,,1.585,,,BARCELONA,BONAREA
"CARRETERA MANRESA A ST. GUIM, KM. 32,400",L-V: 07:00-21:30; S: 08:00-14:00 y 17:00-21:30; D: 09:00-14:00,41.729722,CALAF,1.513667,Calaf,1.583,1.221,1.603,,1.629,,1.729,BARCELONA,(SIN RÓTULO)
"AVENIDA PI I MARGALL, 171",L-D: 24H,41.625056,CALDES DE MONTBUI,2.170944,Caldes de Montbui,1.579,,,,1.679,,,BARCELONA,U.S. CALDES - GAS-OILS ROVIRA-
"CARRETERA C-59 KM. 16,59",L-D: 06:00-22:00,41.654472,CALDES DE MONTBUI,2.161417,Caldes de Montbui,1.729,,1.789,,1.799,,1.959,BARCELONA,REPSOL
"CALLE PI Y MARGALL, 118",L-D: 06:00-22:00,41.627472,CALDES DE MONTBUI,2.167694,Caldes de Montbui,1.729,,1.789,,1.799,,1.959,BARCELONA,REPSOL
CARRETERA 1415 KM. 1925,L-D: 24H,41.636611,CALDES DE MONTBUI,2.183889,Caldes de Montbui,1.629,,,,1.729,,1.899,BARCELONA,GASUIR
"CR N-2, 667",L-D: 06:00-22:00,41.612722,CALELLA,2.651694,Calella,1.749,,1.809,,1.849,1.899,2.009,BARCELONA,REPSOL
"CR N-141D, 3,3",L-D: 06:00-22:00,41.928861,CALLDETENES,2.298444,Calldetenes,1.759,1.434,1.859,,1.799,,1.959,BARCELONA,REPSOL
"CR N-2, 660,7",L-D: 06:00-22:00,41.590556,CANET DE MAR,2.59175,Canet de Mar,1.739,,1.799,,1.849,,2.009,BARCELONA,REPSOL
"CALLE RIERA D'EN MISSER, 2",L: 07:00-22:00,41.596583,CANET DE MAR,2.56925,Canet de Mar,1.699,,1.759,,1.809,,1.969,BARCELONA,STAR PETROLEUM
"CALLE FRAGATA PAULITA, 1",L-D: 24H,41.592056,CANET DE MAR,2.593222,Canet de Mar,1.669,,,,1.799,,,BARCELONA,TAMOIL
